,Unnamed: 0,operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
4372,4373,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6063416,-58.4464868",88060.0,USD,1335200.94,88060.0,37.0,34.0,2380.0,2590.0,,1.0,,http://caballito.properati.com.ar/11d6a_venta_departamentos_caballito_luminoso_lujoso_lone-lighthouse_d9p
4376,4377,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.599477,-58.430738",70000.0,USD,1061368.0,70000.0,,37.0,,1891.891892,,2.0,,http://villa-crespo.properati.com.ar/yzjv_venta_departamentos_villa-crespo_balcon_lavadero_parrilla_sum_luminoso_lujoso_garage_amenities_aire-acondicionado_estrenar_re-max-vanguard
4388,4389,sell,apartment,|Argentina|Capital Federal|Villa Santa Rita|,"-34.6110666,-58.4871486",85000.0,USD,1288804.0,85000.0,55.0,50.0,1545.454545,1700.0,,,,http://villa-santa-rita.properati.com.ar/vjep_venta_departamentos_villa-santa-rita
4390,4391,sell,apartment,|Argentina|Capital Federal|Flores|,"-34.617048,-58.460831",95000.0,USD,1440428.0,95000.0,,50.0,,1900.0,6.0,2.0,,http://flores.properati.com.ar/11lzy_venta_departamentos_flores_balcon_terraza_placard_re-max-urbana
4398,4399,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5746052,-58.437618",285000.0,USD,4321284.0,285000.0,78.0,70.0,3653.846154,4071.428571,,3.0,3000.0,http://palermo.properati.com.ar/10pcc_venta_departamentos_palermo_balcon_suite_piscina_sum_terraza_vestidor_luminoso_lujoso_garage_amenities_dodorico-propieadades
4404,4405,sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.619789,-58.375994",135000.0,USD,2046924.0,135000.0,,72.0,,1875.0,2.0,3.0,,http://san-telmo.properati.com.ar/117xo_venta_departamentos_puerto-madero_balcon_suite_lavadero_luminoso_garage_doble-circulacion_re-max-total-v
4429,4430,sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6177615,-58.383662",1700000.0,ARS,1710037.45,112781.45,0.0,50.0,,34000.0,,1.0,,http://balvanera.properati.com.ar/11msm_venta_departamentos_balvanera_balcon_gimnasio_lavadero_parrilla_sum_luminoso_garage_btc-propiedades_cr7
4437,4438,sell,apartment,|Argentina|Capital Federal|Parque Patricios|,"-34.629398,-58.39985",72900.0,USD,1105338.96,72900.0,,38.0,,1918.421053,,2.0,,http://parque-patricios.properati.com.ar/11lbj_venta_departamentos_parque-patricios_balcon_luminoso_garage_placard_re-max-parque
4440,4441,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5900642,-58.3919863",230000.0,USD,3487352.0,230000.0,90.0,90.0,2555.555556,2555.555556,,4.0,4500.0,http://barrio-norte.properati.com.ar/xknm_venta_departamentos_barrio-norte_balcon_lavadero_toilette_luminoso
4444,4445,sell,apartment,|Argentina|Capital Federal|Nu�ez|,"-34.5391519,-58.4648529",124000.0,USD,1880137.6,124000.0,,46.0,,2695.652174,4.0,,,http://nunez.properati.com.ar/ufpl_venta_departamentos_nunez_ramallo_1600
4451,4452,sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.546659,-58.479767",130000.0,USD,1971112.0,130000.0,,57.0,,2280.701754,1.0,3.0,,http://saavedra.properati.com.ar/yv2u_venta_departamentos_saavedra_suite_gimnasio_lavadero_parrilla_piscina_sum_vestidor_garage_nunez
4456,4457,sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.572721,-58.483565",96189.0,USD,1458456.09,96189.0,,32.0,,3005.90625,11.0,1.0,,http://villa-urquiza.properati.com.ar/12onx_venta_departamentos_villa-urquiza_gimnasio_parrilla_piscina_sum_electrogeno_garage_subte-linea-b_urquiza
4460,4461,sell,apartment,|Argentina|Capital Federal|Floresta|,,190000.0,USD,2880856.0,190000.0,91.0,91.0,2087.912088,2087.912088,,,,http://floresta.properati.com.ar/efpg_venta_departamento_floresta
4462,4463,sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.60672,-58.42761",86000.0,USD,1303966.4,86000.0,,49.0,,1755.102041,4.0,2.0,,http://almagro.properati.com.ar/12gil_venta_departamentos_almagro_balcon_lavadero_terraza_luminoso_placard_subte-linea-b_re-max-data-house
4464,4465,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5925561,-58.4309181",135000.0,USD,2046924.0,135000.0,49.0,47.0,2755.102041,2872.340426,,1.0,600.0,http://palermo.properati.com.ar/118i2_venta_departamentos_bs-as-g-b-a-zona-norte_baulera_luminoso_garage_rg-montes_7ff
4472,4473,sell,apartment,|Argentina|Capital Federal|Villa Pueyrred�n|,"-34.58625,-58.504783",81500.0,USD,1235735.6,81500.0,,73.0,,1116.438356,1.0,2.0,,http://villa-pueyrredon.properati.com.ar/100jl_venta_departamentos_villa-santa-rita_balcon_terraza_estrenar_re-max-city
4473,4474,sell,apartment,|Argentina|Capital Federal|Villa del Parque|,"-34.5981394,-58.486145",110940.0,USD,1682116.65,110940.0,51.0,39.0,2175.294118,2844.615385,,1.0,,http://villa-del-parque.properati.com.ar/xcmk_venta_departamentos_villa-del-parque
4475,4476,sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.6244303,-58.3741828",111359.0,USD,1688469.7,111359.0,52.0,47.0,2141.519231,2369.340426,,2.0,,http://san-telmo.properati.com.ar/yt82_venta_departamentos_san-telmo_balcon_parrilla_piscina_sum_garage_amenities_le-bleu
4476,4477,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.586138,-58.438585",140000.0,USD,2122736.0,140000.0,60.0,55.0,2333.333333,2545.454545,,2.0,,http://palermo.properati.com.ar/ztib_venta_departamentos_capital-federal_fitz-roy_1400_balcon_lavadero_piscina_luminoso_landing-propiedades
4480,4481,sell,apartment,|Argentina|Capital Federal|Villa Devoto|,"-34.606967,-58.5157689",125000.0,USD,1895300.0,125000.0,46.0,40.0,2717.391304,3125.0,5.0,2.0,1800.0,http://villa-devoto.properati.com.ar/wh1o_venta_departamentos_villa-devoto
4489,4490,sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6133619,-58.38541",84000.0,USD,1273641.6,84000.0,36.0,36.0,2333.333333,2333.333333,11.0,1.0,,http://monserrat.properati.com.ar/zobc_venta_departamentos_monserrat_balcon_lavadero_parrilla_patio_terraza_luminoso_garage_amenities_estrenar_nativa-propiedades
4502,4503,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.620698,-58.4284928",127000.0,USD,1925624.8,127000.0,54.0,49.0,2351.851852,2591.836735,3.0,,,http://caballito.properati.com.ar/zjb5_venta_departamentos_caballito_terraza_toilette_vista_garage_placard_lepore-propiedades
4504,4505,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6070697666,-58.4445573958",79500.0,USD,1205410.8,79500.0,0.0,37.0,,2148.648649,,2.0,,http://caballito.properati.com.ar/11ou9_venta_departamentos_caballito_lavadero_luminoso_placard_finpro
4511,4512,sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6127235,-58.3927514",90000.0,USD,1364616.0,90000.0,,60.0,,1500.0,,,,http://balvanera.properati.com.ar/eb20_venta_departamento_balvanera
4515,4516,sell,apartment,|Argentina|Capital Federal|Monte Castro|,"-34.6189485,-58.5069368",105000.0,USD,1592052.0,105000.0,,59.0,,1779.661017,,2.0,,http://monte-castro.properati.com.ar/11ymt_venta_departamentos_monte-castro_balcon_parrilla_piscina_terraza_luminoso_estrenar_re-max-total-iii
4516,4517,sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.620556,-58.371667",2050000.0,ARS,2044310.15,134827.61,52.0,46.0,2592.838654,44565.21739,,2.0,,http://san-telmo.properati.com.ar/zspj_venta_departamentos_san-telmo_balcon_gimnasio_garage_aire-acondicionado_nucifora-propiedades_crr
4518,4519,sell,apartment,|Argentina|Capital Federal|Flores|,"-34.620043,-58.462678",98000.0,USD,1485915.2,98000.0,49.0,44.0,2000.0,2227.272727,,2.0,,http://flores.properati.com.ar/100h9_venta_departamentos_flores_pronin-propiedades
4523,4524,sell,apartment,|Argentina|Capital Federal|Villa del Parque|,"-34.6148053,-58.4769393",130000.0,USD,1971112.0,130000.0,76.0,66.0,1710.526316,1969.69697,,3.0,2800.0,http://villa-del-parque.properati.com.ar/szuu_venta_departamentos_villa-del-parque_escalada-de-san-martin-r-_2800
4529,4530,sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.576864,-58.448797",220000.0,USD,3335728.0,220000.0,,86.0,,2558.139535,,4.0,,http://colegiales.properati.com.ar/11un6_venta_departamentos_colegiales_balcon_impecable_belgrano-r
4530,4531,sell,apartment,|Argentina|Capital Federal|Flores|,"-34.617975,-58.460451",86400.0,USD,1310031.36,86400.0,,50.0,,1728.0,,2.0,,http://flores.properati.com.ar/p9id_venta_departamentos_flores_terrero_769
4542,4543,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.609251,-58.431375",90000.0,USD,1364616.0,90000.0,41.0,33.0,2195.121951,2727.272727,,1.0,,http://caballito.properati.com.ar/1137u_venta_departamentos_caballito_lujoso_garage_pronin-propiedades
4550,4551,sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.61901,-58.377319",99000.0,USD,1501077.6,99000.0,76.0,65.0,1302.631579,1523.076923,,3.0,,http://san-telmo.properati.com.ar/11hea_venta_departamentos_san-telmo_balcon_lavadero_patio_dependencias_placard_di-mitrio-inmobiliaria_90i
4560,4561,sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5716907995,-58.4774176961",220000.0,USD,3335728.0,220000.0,141.0,64.0,1560.283688,3437.5,1.0,3.0,3400.0,http://villa-urquiza.properati.com.ar/10sm2_venta_departamentos_villa-urquiza_olazabal-av-_4300_baulera_patio_toilette_vista_garage_vaizer-propiedades
4565,4566,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.596662,-58.407247",87000.0,USD,1319128.8,87000.0,,35.0,,2485.714286,1.0,2.0,,http://recoleta.properati.com.ar/xem3_venta_departamentos_balvanera
4570,4571,sell,apartment,|Argentina|Capital Federal|Versalles|,"-34.6340028063,-58.5291707087",82000.0,USD,1243316.8,82000.0,64.0,49.0,1281.25,1673.469388,,,,http://versalles.properati.com.ar/rqt5_venta_departamentos_versalles
4579,4580,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.6121231,-58.3672281",105000.0,USD,1592052.0,105000.0,42.0,38.0,2500.0,2763.157895,,1.0,,http://belgrano.properati.com.ar/11tsg_venta_departamentos_belgrano_parrilla_piscina_terraza_luminoso_inmobinet
4582,4583,sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.572721,-58.483565",226063.0,USD,3427657.63,226063.0,,83.0,,2723.650602,8.0,3.0,,http://villa-urquiza.properati.com.ar/12oog_venta_departamentos_villa-urquiza_gimnasio_parrilla_piscina_sum_electrogeno_garage_subte-linea-b_urquiza
4584,4585,sell,apartment,|Argentina|Capital Federal|Boca|,"-34.638122,-58.363254",108000.0,USD,1637539.2,108000.0,114.0,51.0,947.3684211,2117.647059,,4.0,,http://boca.properati.com.ar/11hcm_venta_departamentos_boca_parrilla_patio_quincho_terraza_dependencias_di-mitrio-inmobiliaria_90i
4585,4586,sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.605735,-58.404241",83000.0,USD,1258479.2,83000.0,,56.0,,1482.142857,,3.0,,http://balvanera.properati.com.ar/11ssz_venta_departamentos_balvanera_lavadero_luminoso_re-max-premium
4586,4587,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6233306,-58.461768",67000.0,USD,1015880.8,67000.0,38.0,33.0,1763.157895,2030.30303,,1.0,,http://caballito.properati.com.ar/10bed_venta_departamentos_caballito_migliorisi-propiedades_cy0
4588,4589,sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.6313393607,-58.3739196904",75500.0,USD,1144761.2,75500.0,35.0,32.0,2157.142857,2359.375,,1.0,1300.0,http://barracas.properati.com.ar/vrfo_venta_departamentos_barracas
4604,4605,sell,apartment,|Argentina|Capital Federal|San Nicol�s|,"-34.5976889,-58.3795044",90000.0,USD,1364616.0,90000.0,60.0,60.0,1500.0,1500.0,,3.0,2000.0,http://san-nicolas.properati.com.ar/t4bx_venta_departamentos_capital-federal
4606,4607,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5861553,-58.4300609",120000.0,USD,1819488.0,120000.0,43.0,39.0,2790.697674,3076.923077,5.0,2.0,1580.0,http://palermo.properati.com.ar/12ee6_venta_departamentos_palermo_balcon_gimnasio_lavadero_parrilla_piscina_terraza_estrenar_bertolotti
4608,4609,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.5966566,-58.4381344",115000.0,USD,1743676.0,115000.0,66.0,63.0,1742.424242,1825.396825,,3.0,,http://villa-crespo.properati.com.ar/10b66_venta_departamentos_villa-crespo_balcon_luminoso_migliorisi-propiedades_cy0
4609,4610,sell,apartment,|Argentina|Capital Federal|Liniers|,"-34.639048,-58.521131",91500.0,USD,1387359.6,91500.0,,44.0,,2079.545455,3.0,1.0,,http://liniers.properati.com.ar/12pse_venta_departamentos_liniers_luminoso_lujoso_impecable_estrenar_re-max-premium-ii
4613,4614,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.559446,-58.468637",132000.0,USD,2001436.8,132000.0,,47.0,,2808.510638,1.0,2.0,,http://belgrano.properati.com.ar/113dl_venta_departamentos_colegiales_balcon_luminoso_garage_placard_aire-acondicionado_re-max-platino
4617,4618,sell,apartment,|Argentina|Capital Federal|Nu�ez|,"-34.554374,-58.46323",145000.0,USD,2198548.0,145000.0,,60.0,,2416.666667,12.0,3.0,,http://nunez.properati.com.ar/11avm_venta_departamentos_colegiales_balcon_lavadero_toilette_luminoso_vista_placard_losa-radiante_re-max-acci-oacute-n
4624,4625,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5553119,-58.4405232",130000.0,USD,1971112.0,130000.0,47.0,42.0,2765.957447,3095.238095,,2.0,1670.0,http://belgrano.properati.com.ar/106um_venta_departamentos_belgrano_balcon_lavadero_luminoso_garage_placard_ruiz-propiedades_cd6
4639,4640,sell,apartment,|Argentina|Capital Federal|Villa Devoto|,"-34.58751,-58.510665",114000.0,USD,1728513.6,114000.0,,67.0,,1701.492537,,2.0,,http://villa-devoto.properati.com.ar/11xsr_venta_departamentos_villa-devoto_balcon_parrilla_patio_terraza_toilette_lujoso_garage_placard_aire-acondicionado_devoto
4653,4654,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5888889,-58.4305556",909464.0,ARS,906939.71,59815.05,42.0,37.0,1424.167857,24580.10811,,,,http://palermo.properati.com.ar/e4uu_venta_departamento_palermo
4662,4663,sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.63295,-58.373844",220000.0,USD,3335728.0,220000.0,92.0,86.0,2391.304348,2558.139535,,3.0,,http://barracas.properati.com.ar/uym2_venta_departamentos_barracas
4663,4664,sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.623868,-58.369812",94900.0,USD,1438911.76,94900.0,,52.0,,1825.0,,3.0,,http://san-telmo.properati.com.ar/zs7i_venta_departamentos_san-nicolas_luminoso_re-max-alianza
4674,4675,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.578237,-58.433597",189000.0,USD,2865693.6,189000.0,,53.0,,3566.037736,,2.0,,http://palermo.properati.com.ar/116op_venta_departamentos_palermo_balcon_lavadero_piscina_garage_aire-acondicionado_re-max-ayres-ii
4676,4677,sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.577857,-58.495352",170000.0,USD,2577608.0,170000.0,,72.0,,2361.111111,239.0,3.0,,http://villa-urquiza.properati.com.ar/100i5_venta_departamentos_villa-santa-rita_balcon_toilette_vista_garage_aire-acondicionado_re-max-bur-oacute
4681,4682,sell,apartment,|Argentina|Capital Federal|Congreso|,"-34.6118917,-58.3970302",125000.0,USD,1895300.0,125000.0,71.0,71.0,1760.56338,1760.56338,1.0,3.0,400.0,http://congreso.properati.com.ar/vvow_venta_departamentos_congreso_alsina-adolfo_2100
4684,4685,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.592068,-58.4334936",107000.0,USD,1622376.8,107000.0,45.0,42.0,2377.777778,2547.619048,,2.0,,http://palermo.properati.com.ar/11lic_venta_departamentos_palermo_luminoso_placard_aire-acondicionado_durban-keiller-asesoramiento-inmobiliario_bx8
4691,4692,sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6113922,-58.373383",203000.0,USD,3077967.2,203000.0,77.0,44.0,2636.363636,4613.636364,,2.0,3000.0,http://monserrat.properati.com.ar/106w3_venta_departamentos_monserrat_balcon_situar-propiedades_bjw
4701,4702,sell,apartment,|Argentina|Capital Federal|Agronom�a|,"-34.599055,-58.478508",75000.0,USD,1137180.0,75000.0,,34.0,,2205.882353,3.0,2.0,,http://agronomia.properati.com.ar/10yys_venta_departamentos_paternal_baulera_lujoso_re-max-d-bosion
4702,4703,sell,apartment,|Argentina|Capital Federal|Once|,"-34.6033997612,-58.3984088548",70000.0,USD,1061368.0,70000.0,,31.0,,2258.064516,1.0,,,http://once.properati.com.ar/yn8n_venta_departamentos_once_uriburu-jose-e-pres-_500_hidromasaje_parrilla_terraza_estrenar_propiet_9ke
4707,4708,sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.637834,-58.503098",100000.0,USD,1516240.0,100000.0,,52.0,,1923.076923,,2.0,,http://villa-luro.properati.com.ar/ykf0_venta_departamentos_floresta_balcon_baulera_parrilla_quincho_sum_garage_amenities_placard_aire-acondicionado_re-max-urbana
4709,4710,sell,apartment,|Argentina|Capital Federal|Boca|,"-34.632076,-58.3630584",80000.0,USD,1212992.0,80000.0,64.0,64.0,1250.0,1250.0,,3.0,1650.0,http://boca.properati.com.ar/12fbq_venta_departamentos_boca_lavadero_luminoso_vista_garage_di-mitrio-inmobiliaria_d2r
4711,4712,sell,apartment,|Argentina|Capital Federal|Puerto Madero|,"-34.607036,-58.3667729",395000.0,USD,5989148.0,395000.0,107.0,58.0,3691.588785,6810.344828,,2.0,,http://puerto-madero.properati.com.ar/10qr4_venta_departamentos_puerto-madero_balcon_suite_gimnasio_hidromasaje_lavadero_piscina_terraza_toilette_vista_silvia-casalnuovo
4722,4723,sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6378706,-58.3602495",85000.0,USD,1288804.0,85000.0,60.0,60.0,1416.666667,1416.666667,,3.0,,http://balvanera.properati.com.ar/xjkj_venta_departamentos_boedo_balcon_lavadero_luminoso
4725,4726,sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.6174473,-58.3752695",90000.0,USD,1364616.0,90000.0,46.0,44.0,1956.521739,2045.454545,,3.0,1100.0,http://san-telmo.properati.com.ar/10uh0_venta_departamentos_san-telmo_luminoso_garage_impecable_di-mitrio-inmobiliaria_d2r
4729,4730,sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5677019,-58.4863498",1085000.0,ARS,1081988.56,71359.98,34.0,32.0,2098.822941,33906.25,,,,http://villa-urquiza.properati.com.ar/pimy_venta_departamentos_villa-urquiza
4734,4735,sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6195076,-58.4780504",99300.0,USD,1505626.32,99300.0,48.0,46.0,2068.75,2158.695652,,2.0,,http://flores.properati.com.ar/12szr_venta_departamentos_flores_balcon_piscina_aire-acondicionado_le-bleu
4736,4737,sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6107644,-58.4289207",129000.0,USD,1955949.6,129000.0,62.0,59.0,2080.645161,2186.440678,,,,http://almagro.properati.com.ar/ze3r_venta_departamentos_almagro_balcon_hidromasaje_inmomax
4737,4738,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5804014042,-58.4418550761",122000.0,USD,1849812.8,122000.0,41.0,36.0,2975.609756,3388.888889,1.0,1.0,,http://palermo.properati.com.ar/12kq3_venta_departamentos_palermo_dorrego_1869_luminoso_oppel-inmuebles
4740,4741,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6246107,-58.4513613",98000.0,USD,1485915.2,98000.0,51.0,51.0,1921.568627,1921.568627,11.0,,1200.0,http://caballito.properati.com.ar/v9xq_venta_departamentos_caballito_rivadavia-av-_6000
4752,4753,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5898479,-58.4074028",245000.0,USD,3714788.0,245000.0,100.0,94.0,2450.0,2606.382979,,4.0,4100.0,http://palermo.properati.com.ar/118g3_venta_departamentos_bs-as-g-b-a-zona-norte_balcon_lavadero_dependencias_rg-montes_7ff
4756,4757,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.5968099043,-58.4419467474",215000.0,USD,3259916.0,215000.0,100.0,88.0,2150.0,2443.181818,,,,http://villa-crespo.properati.com.ar/10bi4_venta_departamentos_villa-crespo_balcon_lavadero_luminoso_lujoso_dependencias_consultor-inmobiliario
4757,4758,sell,apartment,|Argentina|Capital Federal|Floresta|,"-34.6313504,-58.487992",135000.0,USD,2046924.0,135000.0,95.0,95.0,1421.052632,1421.052632,,4.0,,http://floresta.properati.com.ar/11sej_venta_departamentos_floresta_lavadero_estudio-integral-encina
4765,4766,sell,apartment,|Argentina|Capital Federal|Coghlan|,"-34.5560058,-58.4779032",97000.0,USD,1470752.8,97000.0,55.0,50.0,1763.636364,1940.0,,2.0,,http://coghlan.properati.com.ar/e1so_venta_departamento_nunez
4780,4781,sell,apartment,|Argentina|Capital Federal|Nu�ez|,"-34.5512502,-58.4523873",155000.0,USD,2350172.0,155000.0,49.0,46.0,3163.265306,3369.565217,,2.0,3100.0,http://nunez.properati.com.ar/11zdo_venta_departamentos_nunez_balcon_lavadero_terraza_garage_placard_lexinton-propiedades_937
4783,4784,sell,apartment,|Argentina|Capital Federal|Nu�ez|,"-34.5514604244,-58.4677296433",2763000.0,ARS,2755331.34,181721.32,64.0,64.0,2839.395625,43171.875,3.0,2.0,,http://nunez.properati.com.ar/11n80_venta_departamentos_nunez_azurduy-juana_2500_garage_luciano-cazenave-inversiones-inmobiliarias
4787,4788,sell,apartment,|Argentina|Capital Federal|Monte Castro|,"-34.629394,-58.506856",135000.0,USD,2046924.0,135000.0,,61.0,,2213.114754,,2.0,,http://monte-castro.properati.com.ar/11unj_venta_departamentos_monte-castro_parrilla_piscina_garage_devoto
4790,4791,sell,apartment,|Argentina|Capital Federal|Liniers|,"-34.6535155,-58.5229925",65000.0,USD,985556.0,65000.0,62.0,56.0,1048.387097,1160.714286,,3.0,,http://liniers.properati.com.ar/xwoc_venta_departamentos_liniers_nole-propiedades_cbd
4800,4801,sell,apartment,|Argentina|Capital Federal|Parque Chacabuco|,"-34.6381014,-58.4319068",92500.0,USD,1402522.0,92500.0,51.0,43.0,1813.72549,2151.162791,,2.0,,http://parque-chacabuco.properati.com.ar/1017c_venta_departamentos_parque-chacabuco_luminoso_placard_mb-inmobiliaria-sa
4804,4805,sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.568528,-58.472028",149000.0,USD,2259197.6,149000.0,,63.0,,2365.079365,,2.0,,http://villa-urquiza.properati.com.ar/11ay7_venta_departamentos_villa-urquiza_gimnasio_parrilla_piscina_terraza_toilette_amenities_re-max-plaza
4809,4810,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5859727,-58.4148281",225000.0,USD,3411540.0,225000.0,229.0,70.0,982.5327511,3214.285714,,3.0,,http://recoleta.properati.com.ar/10o1j_venta_departamentos_recoleta_baulera_lavadero_parrilla_terraza_luminoso_victorino-de-la-plaza_d03
4810,4811,sell,apartment,|Argentina|Capital Federal|Paternal|,"-34.6050004,-58.4591789",109000.0,USD,1652701.6,109000.0,75.0,62.0,1453.333333,1758.064516,,3.0,1787.0,http://paternal.properati.com.ar/10u4g_venta_departamentos_paternal_balcon_luminoso_korn-emprendimientos
4812,4813,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.62818,-58.429483",105300.0,USD,1596600.72,105300.0,,36.0,,2925.0,6.0,1.0,,http://caballito.properati.com.ar/vlfp_venta_departamentos_caballito
4823,4824,sell,apartment,|Argentina|Capital Federal|Boca|,"-34.633449,-58.36955",125000.0,USD,1895300.0,125000.0,59.0,51.0,2118.644068,2450.980392,,3.0,,http://boca.properati.com.ar/yj5x_venta_departamentos_caballito_balcon_lavadero_luminoso_estrenar_pablo-di-lernia-negocios-inmobiliarios_91a
4830,4831,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.553811,-58.453759",135500.0,USD,2054505.2,135500.0,,43.0,,3151.162791,,2.0,,http://belgrano.properati.com.ar/vov4_venta_departamentos_belgrano
4834,4835,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6031267,-58.4410494",95000.0,USD,1440428.0,95000.0,41.0,34.0,2317.073171,2794.117647,,1.0,,http://villa-crespo.properati.com.ar/12iw3_venta_departamentos_villa-crespo_balcon_baulera_hidromasaje_parrilla_piscina_terraza_luminoso_garage_amoblado_placard_aire-acondicionado_subte-linea-b_le-bleu
4838,4839,sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5715462,-58.4832391",94000.0,USD,1425265.6,94000.0,38.0,35.0,2473.684211,2685.714286,,,,http://villa-urquiza.properati.com.ar/f1ao_venta_departamento_villa-urquiza
4841,4842,sell,apartment,|Argentina|Capital Federal|Boca|,"-34.6316459,-58.3629581",82000.0,USD,1243316.8,82000.0,97.0,73.0,845.3608247,1123.287671,,3.0,1900.0,http://boca.properati.com.ar/10ugr_venta_departamentos_boca_balcon_lavadero_sum_luminoso_garage_di-mitrio-inmobiliaria_d2r
4858,4859,sell,apartment,|Argentina|Capital Federal|Boedo|,,1449000.0,ARS,1444978.23,95300.1,39.0,33.0,2443.592308,43909.09091,,1.0,1.0,http://boedo.properati.com.ar/11z7m_venta_departamentos_boedo_hidromasaje_lavadero_parrilla_sum_sauna_lujoso_amenities_estrenar_embassy-net
4864,4865,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.567026,-58.438361",150000.0,USD,2274360.0,150000.0,,60.0,,2500.0,12.0,3.0,,http://palermo.properati.com.ar/10zgb_venta_departamentos_palermo_luminoso_re-max-oeste
4865,4866,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.610635,-58.443855",176000.0,USD,2668582.4,176000.0,63.0,60.0,2793.650794,2933.333333,,3.0,,http://caballito.properati.com.ar/10b91_venta_departamentos_caballito_lavadero_garage_doble-circulacion_migliorisi-propiedades_cy1
4873,4874,sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6243555704,-58.4080709784",70000.0,USD,1061368.0,70000.0,35.0,33.0,2000.0,2121.212121,,,,http://san-cristobal.properati.com.ar/vlax_venta_departamentos_san-cristobal
4878,4879,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5972185,-58.3918557",108000.0,USD,1637539.2,108000.0,40.0,36.0,2700.0,3000.0,4.0,1.0,900.0,http://barrio-norte.properati.com.ar/w7sh_venta_departamentos_barrio-norte
4889,4890,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5602381374,-58.4436559523",185000.0,USD,2805044.0,185000.0,69.0,63.0,2681.15942,2936.507937,,3.0,,http://belgrano.properati.com.ar/xx13_venta_departamentos_belgrano_balcon_suite_gimnasio_lavadero_parrilla_piscina_terraza_lujoso_amenities_placard_lexinton-propiedades_cbn
4892,4893,sell,apartment,|Argentina|Capital Federal|Nu�ez|,"-34.5495227,-58.4692294",191000.0,USD,2896018.4,191000.0,137.0,47.0,1394.160584,4063.829787,,2.0,,http://nunez.properati.com.ar/10grq_venta_departamentos_nunez_balcon_suite_vestidor_garage_losa-radiante_meet-invest-re
